season	baker	episode	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad	place
5	Martha	6	2.67	4	0.0	0	0.17	0	0.17	0	4
5	Martha	7	2.71	3	0.0	0	0.14	0	0.29	1	4
5	Martha	8	3.0	5	0.0	0	0.13	0	0.38	1	4
5	Martha	9	2.67	0	0.0	0	0.11	0	0.33	0	4
5	Martha	10	2.4	0	0.0	0	0.1	0	0.3	0	4
5	Nancy	1	1.0	1	1.0	1	1.0	1	0.0	0	1
5	Nancy	2	1.5	2	0.5	0	0.5	0	0.0	0	1
5	Nancy	3	2.67	5	0.33	0	0.33	0	0.0	0	1
5	Nancy	4	3.0	4	0.25	0	0.25	0	0.0	0	1
5	Nancy	5	3.2	4	0.2	0	0.4	1	0.0	0	1
5	Nancy	6	2.83	1	0.17	0	0.5	1	0.0	0	1
5	Nancy	7	2.71	2	0.14	0	0.57	1	0.0	0	1
5	Nancy	8	2.75	3	0.13	0	0.5	0	0.13	1	1
5	Nancy	9	2.78	3	0.11	0	0.44	0	0.22	1	1
5	Nancy	10	2.6	1	0.1	0	0.4	0	0.2	0	1
5	Norman	1	11.0	11	0.0	0	0.0	0	0.0	0	6
5	Norman	2	10.5	10	0.0	0	0.0	0	0.5	1	6
5	Norman	3	8.33	4	0.0	0	0.0	0	0.67	1	6
5	Norman	4	8.25	8	0.0	0	0.0	0	0.75	1	6
5	Norman	5	7.6	5	0.0	0	0.0	0	0.8	1	6
5	Norman	6	6.33	0	0.0	0	0.0	0	0.67	0	6
5	Norman	7	5.43	0	0.0	0	0.0	0	0.57	0	6
5	Norman	8	4.75	0	0.0	0	0.0	0	0.5	0	6
5	Norman	9	4.22	0	0.0	0	0.0	0	0.44	0	6
5	Norman	10	3.8	0	0.0	0	0.0	0	0.4	0	6
5	Richard	1	10.0	10	0.0	0	1.0	1	0.0	0	2
5	Richard	2	5.5	1	0.5	1	1.0	1	0.0	0	2
5	Richard	3	5.67	6	0.33	0	0.67	0	0.0	0	2
5	Richard	4	5.5	5	0.5	1	0.75	1	0.0	0	2
5	Richard	5	5.8	7	0.4	0	0.6	0	0.2	1	2
5	Richard	6	5.67	5	0.33	0	0.5	0	0.33	1	2
5	Richard	7	5.0	1	0.43	1	0.57	1	0.29	0	2
5	Richard	8	4.88	4	0.5	1	0.63	1	0.25	0	2
5	Richard	9	4.56	2	0.56	1	0.67	1	0.22	0	2
5	Richard	10	4.4	3	0.5	0	0.6	0	0.2	0	2
6	Alvin	1	2.0	2	0.0	0	0.0	0	0.0	0	6
6	Alvin	2	4.0	6	0.0	0	0.0	0	0.0	0	6
6	Alvin	3	4.0	4	0.0	0	0.33	1	0.0	0	6
6	Alvin	4	5.25	9	0.0	0	0.25	0	0.25	1	6
6	Alvin	5	5.8	8	0.0	0	0.2	0	0.2	0	6
6	Alvin	6	5.83	6	0.0	0	0.17	0	0.33	1	6
6	Alvin	7	5.0	0	0.0	0	0.14	0	0.29	0	6
6	Alvin	8	4.38	0	0.0	0	0.13	0	0.25	0	6
6	Alvin	9	3.89	0	0.0	0	0.11	0	0.22	0	6
6	Alvin	10	3.5	0	0.0	0	0.1	0	0.2	0	6
6	Dorret	1	5.0	5	0.0	0	0.0	0	1.0	1	9
6	Dorret	2	3.0	1	0.0	0	0.0	0	1.0	1	9
6	Dorret	3	4.0	6	0.0	0	0.0	0	1.0	1	9
6	Dorret	4	3.0	0	0.0	0	0.0	0	0.75	0	9
6	Dorret	5	2.4	0	0.0	0	0.0	0	0.6	0	9
6	Dorret	6	2.0	0	0.0	0	0.0	0	0.5	0	9
6	Dorret	7	1.71	0	0.0	0	0.0	0	0.43	0	9
6	Dorret	8	1.5	0	0.0	0	0.0	0	0.38	0	9
6	Dorret	9	1.33	0	0.0	0	0.0	0	0.33	0	9
6	Dorret	10	1.2	0	0.0	0	0.0	0	0.3	0	9
6	Flora	1	6.0	6	0.0	0	1.0	1	0.0	0	3
6	Flora	2	4.0	2	0.0	0	0.5	0	0.0	0	3
6	Flora	3	3.33	2	0.0	0	0.33	0	0.0	0	3
6	Flora	4	3.25	3	0.0	0	0.25	0	0.0	0	3
6	Flora	5	3.2	3	0.0	0	0.2	0	0.2	1	3
6	Flora	6	3.0	2	0.0	0	0.33	1	0.17	0	3
6	Flora	7	3.14	4	0.0	0	0.29	0	0.14	0	3
6	Flora	8	3.13	3	0.0	0	0.25	0	0.25	1	3
6	Flora	9	2.89	1	0.0	0	0.22	0	0.33	1	3
6	Flora	10	2.6	0	0.0	0	0.2	0	0.3	0	3
6	Ian	1	8.0	8	0.0	0	0.0	0	0.0	0	2
6	Ian	2	5.5	3	0.5	1	0.5	1	0.0	0	2
6	Ian	3	4.0	1	0.67	1	0.67	1	0.0	0	2
6	Ian	4	4.0	4	0.75	1	0.75	1	0.0	0	2
6	Ian	5	4.2	5	0.6	0	0.6	0	0.0	0	2
6	Ian	6	4.0	3	0.5	0	0.5	0	0.0	0	2
6	Ian	7	4.14	5	0.43	0	0.57	1	0.0	0	2
6	Ian	8	3.88	2	0.38	0	0.5	0	0.0	0	2
6	Ian	9	3.78	3	0.33	0	0.44	0	0.11	1	2
6	Ian	10	3.6	2	0.3	0	0.4	0	0.1	0	2
6	Marie	1	3.0	3	1.0	1	1.0	1	0.0	0	10
6	Marie	2	7.0	11	0.5	0	0.5	0	0.5	1	10
6	Marie	3	4.67	0	0.33	0	0.33	0	0.33	0	10
6	Marie	4	3.5	0	0.25	0	0.25	0	0.25	0	10
6	Marie	5	2.8	0	0.2	0	0.2	0	0.2	0	10
6	Marie	6	2.33	0	0.17	0	0.17	0	0.17	0	10
6	Marie	7	2.0	0	0.14	0	0.14	0	0.14	0	10
6	Marie	8	1.75	0	0.13	0	0.13	0	0.13	0	10
6	Marie	9	1.56	0	0.11	0	0.11	0	0.11	0	10
6	Marie	10	1.4	0	0.1	0	0.1	0	0.1	0	10
6	Mat	1	7.0	7	0.0	0	0.0	0	0.0	0	5
6	Mat	2	6.0	5	0.0	0	0.5	1	0.0	0	5
6	Mat	3	6.67	8	0.0	0	0.33	0	0.33	1	5
6	Mat	4	6.75	7	0.0	0	0.25	0	0.25	0	5
6	Mat	5	6.2	4	0.0	0	0.2	0	0.2	0	5
6	Mat	6	5.33	1	0.17	1	0.33	1	0.17	0	5
6	Mat	7	5.43	6	0.14	0	0.29	0	0.29	1	5
6	Mat	8	4.75	0	0.13	0	0.25	0	0.25	0	5
6	Mat	9	4.22	0	0.11	0	0.22	0	0.22	0	5
6	Mat	10	3.8	0	0.1	0	0.2	0	0.2	0	5
6	Nadiya	1	12.0	12	0.0	0	1.0	1	0.0	0	1
6	Nadiya	2	10.5	9	0.0	0	0.5	0	0.0	0	1
6	Nadiya	3	10.0	9	0.0	0	0.33	0	0.0	0	1
6	Nadiya	4	9.5	8	0.0	0	0.5	1	0.0	0	1
6	Nadiya	5	7.8	1	0.2	1	0.6	1	0.0	0	1
6	Nadiya	6	7.17	4	0.17	0	0.5	0	0.17	1	1
6	Nadiya	7	6.29	1	0.14	0	0.57	1	0.14	0	1
6	Nadiya	8	5.63	1	0.25	1	0.63	1	0.13	0	1
6	Nadiya	9	5.44	4	0.33	1	0.67	1	0.11	0	1
6	Nadiya	10	4.9	0	0.3	0	0.6	0	0.1	0	1
6	Paul	1	10.0	10	0.0	0	0.0	0	0.0	0	4
6	Paul	2	10.0	10	0.0	0	0.0	0	0.5	1	4
6	Paul	3	10.0	10	0.0	0	0.33	1	0.33	0	4
6	Paul	4	7.75	1	0.0	0	0.25	0	0.5	1	4
6	Paul	5	6.6	2	0.0	0	0.4	1	0.4	0	4
6	Paul	6	6.33	5	0.0	0	0.33	0	0.33	0	4
6	Paul	7	5.71	2	0.0	0	0.29	0	0.43	1	4
6	Paul	8	5.63	5	0.0	0	0.25	0	0.5	1	4
6	Paul	9	5.0	0	0.0	0	0.22	0	0.44	0	4
6	Paul	10	4.5	0	0.0	0	0.2	0	0.4	0	4
6	Sandy	1	9.0	9	0.0	0	0.0	0	0.0	0	8
6	Sandy	2	6.5	4	0.0	0	0.5	1	0.0	0	8
6	Sandy	3	6.67	7	0.0	0	0.33	0	0.0	0	8
6	Sandy	4	6.5	6	0.0	0	0.25	0	0.25	1	8
6	Sandy	5	5.2	0	0.0	0	0.2	0	0.2	0	8
6	Sandy	6	4.33	0	0.0	0	0.17	0	0.17	0	8
6	Sandy	7	3.71	0	0.0	0	0.14	0	0.14	0	8
6	Sandy	8	3.25	0	0.0	0	0.13	0	0.13	0	8
6	Sandy	9	2.89	0	0.0	0	0.11	0	0.11	0	8
6	Sandy	10	2.6	0	0.0	0	0.1	0	0.1	0	8
6	Stu	1	11.0	11	0.0	0	0.0	0	1.0	1	11
6	Stu	2	5.5	0	0.0	0	0.0	0	0.5	0	11
6	Stu	3	3.67	0	0.0	0	0.0	0	0.33	0	11
6	Stu	4	2.75	0	0.0	0	0.0	0	0.25	0	11
6	Stu	5	2.2	0	0.0	0	0.0	0	0.2	0	11
6	Stu	6	1.83	0	0.0	0	0.0	0	0.17	0	11
6	Stu	7	1.57	0	0.0	0	0.0	0	0.14	0	11
6	Stu	8	1.38	0	0.0	0	0.0	0	0.13	0	11
6	Stu	9	1.22	0	0.0	0	0.0	0	0.11	0	11
6	Stu	10	1.1	0	0.0	0	0.0	0	0.1	0	11
6	Tamal	1	4.0	4	0.0	0	1.0	1	0.0	0	2
6	Tamal	2	6.0	8	0.0	0	0.5	0	0.0	0	2
6	Tamal	3	5.0	3	0.0	0	0.33	0	0.0	0	2
6	Tamal	4	5.0	5	0.0	0	0.5	1	0.0	0	2
6	Tamal	5	5.4	7	0.0	0	0.4	0	0.0	0	2
6	Tamal	6	5.67	7	0.0	0	0.33	0	0.0	0	2
6	Tamal	7	5.29	3	0.14	1	0.43	1	0.0	0	2
6	Tamal	8	5.13	4	0.13	0	0.5	1	0.0	0	2
6	Tamal	9	4.78	2	0.11	0	0.56	1	0.0	0	2
6	Tamal	10	4.6	3	0.1	0	0.5	0	0.0	0	2
7	Andrew	1	12.0	12	0.0	0	0.0	0	0.0	0	2
7	Andrew	2	8.0	4	0.0	0	0.5	1	0.0	0	2
7	Andrew	3	6.0	2	0.0	0	0.67	1	0.0	0	2
7	Andrew	4	5.5	4	0.0	0	0.75	1	0.0	0	2
7	Andrew	5	5.6	6	0.0	0	0.6	0	0.0	0	2
7	Andrew	6	5.67	6	0.0	0	0.5	0	0.17	1	2
7	Andrew	7	5.0	1	0.14	1	0.57	1	0.14	0	2
7	Andrew	8	4.63	2	0.13	0	0.5	0	0.13	0	2
7	Andrew	9	4.33	2	0.22	1	0.56	1	0.11	0	2
7	Andrew	10	4.0	1	0.2	0	0.5	0	0.1	0	2
7	Benjamina	1	6.0	6	0.0	0	1.0	1	0.0	0	4
7	Benjamina	2	4.5	3	0.0	0	0.5	0	0.0	0	4
7	Benjamina	3	5.0	6	0.0	0	0.33	0	0.0	0	4
7	Benjamina	4	4.0	1	0.25	1	0.5	1	0.0	0	4
7	Benjamina	5	4.2	5	0.2	0	0.4	0	0.0	0	4
7	Benjamina	6	3.83	2	0.17	0	0.33	0	0.0	0	4
7	Benjamina	7	3.71	3	0.14	0	0.43	1	0.0	0	4
7	Benjamina	8	3.75	4	0.13	0	0.38	0	0.13	1	4
7	Benjamina	9	3.33	0	0.11	0	0.33	0	0.11	0	4
7	Benjamina	10	3.0	0	0.1	0	0.3	0	0.1	0	4
7	Candice	1	5.0	5	0.0	0	0.0	0	1.0	1	1
7	Candice	2	6.5	8	0.5	1	0.5	1	0.5	0	1
7	Candice	3	5.33	3	0.33	0	0.33	0	0.67	1	1
7	Candice	4	4.5	2	0.25	0	0.25	0	0.5	0	1
7	Candice	5	4.0	2	0.4	1	0.4	1	0.4	0	1
7	Candice	6	4.17	5	0.33	0	0.5	1	0.33	0	1
7	Candice	7	3.86	2	0.29	0	0.43	0	0.29	0	1
7	Candice	8	3.5	1	0.38	1	0.5	1	0.25	0	1
7	Candice	9	3.44	3	0.33	0	0.56	1	0.22	0	1
7	Candice	10	3.3	2	0.3	0	0.5	0	0.2	0	1
7	Jane	1	7.0	7	1.0	1	1.0	1	0.0	0	2
7	Jane	2	4.5	2	0.5	0	0.5	0	0.0	0	2
7	Jane	3	6.0	9	0.33	0	0.33	0	0.0	0	2
7	Jane	4	5.25	3	0.25	0	0.25	0	0.0	0	2
7	Jane	5	4.4	1	0.2	0	0.4	1	0.0	0	2
7	Jane	6	4.33	4	0.17	0	0.33	0	0.0	0	2
7	Jane	7	3.71	0	0.14	0	0.29	0	0.0	0	2
7	Jane	8	3.88	5	0.13	0	0.38	1	0.0	0	2
7	Jane	9	3.56	1	0.11	0	0.33	0	0.11	1	2
7	Jane	10	3.5	3	0.1	0	0.3	0	0.1	0	2
7	Kate	1	4.0	4	0.0	0	0.0	0	0.0	0	8
7	Kate	2	2.5	1	0.0	0	0.0	0	0.0	0	8
7	Kate	3	4.33	8	0.0	0	0.33	1	0.0	0	8
7	Kate	4	5.0	7	0.0	0	0.25	0	0.25	1	8
7	Kate	5	4.0	0	0.0	0	0.2	0	0.2	0	8
7	Kate	6	3.33	0	0.0	0	0.17	0	0.17	0	8
7	Kate	7	2.86	0	0.0	0	0.14	0	0.14	0	8
7	Kate	8	2.5	0	0.0	0	0.13	0	0.13	0	8
7	Kate	9	2.22	0	0.0	0	0.11	0	0.11	0	8
7	Kate	10	2.0	0	0.0	0	0.1	0	0.1	0	8
7	Lee	1	11.0	11	0.0	0	0.0	0	1.0	1	11
7	Lee	2	5.5	0	0.0	0	0.0	0	0.5	0	11
7	Lee	3	3.67	0	0.0	0	0.0	0	0.33	0	11
7	Lee	4	2.75	0	0.0	0	0.0	0	0.25	0	11
7	Lee	5	2.2	0	0.0	0	0.0	0	0.2	0	11
7	Lee	6	1.83	0	0.0	0	0.0	0	0.17	0	11
7	Lee	7	1.57	0	0.0	0	0.0	0	0.14	0	11
7	Lee	8	1.38	0	0.0	0	0.0	0	0.13	0	11
7	Lee	9	1.22	0	0.0	0	0.0	0	0.11	0	11
7	Lee	10	1.1	0	0.0	0	0.0	0	0.1	0	11
7	Louise	1	9.0	9	0.0	0	0.0	0	0.0	0	10
7	Louise	2	9.5	10	0.0	0	0.0	0	0.5	1	10
7	Louise	3	6.33	0	0.0	0	0.0	0	0.33	0	10
7	Louise	4	4.75	0	0.0	0	0.0	0	0.25	0	10
7	Louise	5	3.8	0	0.0	0	0.0	0	0.2	0	10
7	Louise	6	3.17	0	0.0	0	0.0	0	0.17	0	10
7	Louise	7	2.71	0	0.0	0	0.0	0	0.14	0	10
7	Louise	8	2.38	0	0.0	0	0.0	0	0.13	0	10
7	Louise	9	2.11	0	0.0	0	0.0	0	0.11	0	10
7	Louise	10	1.9	0	0.0	0	0.0	0	0.1	0	10
7	Michael	1	3.0	3	0.0	0	0.0	0	0.0	0	9
7	Michael	2	6.0	9	0.0	0	0.0	0	0.0	0	9
7	Michael	3	6.33	7	0.0	0	0.0	0	0.33	1	9
7	Michael	4	4.75	0	0.0	0	0.0	0	0.25	0	9
7	Michael	5	3.8	0	0.0	0	0.0	0	0.2	0	9
7	Michael	6	3.17	0	0.0	0	0.0	0	0.17	0	9
7	Michael	7	2.71	0	0.0	0	0.0	0	0.14	0	9
7	Michael	8	2.38	0	0.0	0	0.0	0	0.13	0	9
7	Michael	9	2.11	0	0.0	0	0.0	0	0.11	0	9
7	Michael	10	1.9	0	0.0	0	0.0	0	0.1	0	9
7	Rav	1	8.0	8	0.0	0	0.0	0	0.0	0	6
7	Rav	2	7.0	6	0.0	0	0.0	0	0.0	0	6
7	Rav	3	8.0	10	0.0	0	0.0	0	0.0	0	6
7	Rav	4	8.25	9	0.0	0	0.0	0	0.25	1	6
7	Rav	5	8.2	8	0.0	0	0.0	0	0.2	0	6
7	Rav	6	7.33	3	0.0	0	0.0	0	0.33	1	6
7	Rav	7	6.29	0	0.0	0	0.0	0	0.29	0	6
7	Rav	8	5.5	0	0.0	0	0.0	0	0.25	0	6
7	Rav	9	4.89	0	0.0	0	0.0	0	0.22	0	6
7	Rav	10	4.4	0	0.0	0	0.0	0	0.2	0	6
7	Selasi	1	1.0	1	0.0	0	1.0	1	0.0	0	3
7	Selasi	2	6.0	11	0.0	0	0.5	0	0.0	0	3
7	Selasi	3	5.67	5	0.0	0	0.33	0	0.0	0	3
7	Selasi	4	6.25	8	0.0	0	0.25	0	0.0	0	3
7	Selasi	5	5.6	3	0.0	0	0.2	0	0.0	0	3
7	Selasi	6	5.83	7	0.0	0	0.33	1	0.0	0	3
7	Selasi	7	5.86	6	0.0	0	0.29	0	0.14	1	3
7	Selasi	8	5.5	3	0.0	0	0.25	0	0.25	1	3
7	Selasi	9	5.33	4	0.0	0	0.22	0	0.33	1	3
7	Selasi	10	4.8	0	0.0	0	0.2	0	0.3	0	3
7	Tom	1	2.0	2	0.0	0	0.0	0	0.0	0	5
7	Tom	2	4.5	7	0.0	0	0.0	0	0.0	0	5
7	Tom	3	4.33	4	0.33	1	0.33	1	0.0	0	5
7	Tom	4	4.5	5	0.25	0	0.25	0	0.25	1	5
7	Tom	5	4.4	4	0.2	0	0.2	0	0.4	1	5
7	Tom	6	3.83	1	0.33	1	0.33	1	0.33	0	5
7	Tom	7	4.0	5	0.29	0	0.29	0	0.43	1	5
7	Tom	8	3.5	0	0.25	0	0.25	0	0.38	0	5
7	Tom	9	3.11	0	0.22	0	0.22	0	0.33	0	5
7	Tom	10	2.8	0	0.2	0	0.2	0	0.3	0	5
7	Val	1	10.0	10	0.0	0	0.0	0	1.0	1	7
7	Val	2	7.5	5	0.0	0	0.0	0	1.0	1	7
7	Val	3	5.33	1	0.0	0	0.0	0	1.0	1	7
7	Val	4	5.5	6	0.0	0	0.0	0	0.75	0	7
7	Val	5	5.8	7	0.0	0	0.0	0	0.8	1	7
7	Val	6	4.83	0	0.0	0	0.0	0	0.67	0	7
7	Val	7	4.14	0	0.0	0	0.0	0	0.57	0	7
7	Val	8	3.63	0	0.0	0	0.0	0	0.5	0	7
7	Val	9	3.22	0	0.0	0	0.0	0	0.44	0	7
7	Val	10	2.9	0	0.0	0	0.0	0	0.4	0	7
8	Chris	1	12.0	12	0.0	0	0.0	0	1.0	1	10
8	Chris	2	11.5	11	0.0	0	0.0	0	1.0	1	10
8	Chris	3	7.67	0	0.0	0	0.0	0	0.67	0	10
8	Chris	4	5.75	0	0.0	0	0.0	0	0.5	0	10
8	Chris	5	4.6	0	0.0	0	0.0	0	0.4	0	10
8	Chris	6	3.83	0	0.0	0	0.0	0	0.33	0	10
8	Chris	7	3.29	0	0.0	0	0.0	0	0.29	0	10
8	Chris	8	2.88	0	0.0	0	0.0	0	0.25	0	10
8	Chris	9	2.56	0	0.0	0	0.0	0	0.22	0	10
8	Chris	10	2.3	0	0.0	0	0.0	0	0.2	0	10
8	Flo	1	9.0	9	0.0	0	1.0	1	0.0	0	9
8	Flo	2	9.5	10	0.0	0	0.5	0	0.5	1	9
8	Flo	3	8.67	7	0.0	0	0.33	0	0.67	1	9
8	Flo	4	6.5	0	0.0	0	0.25	0	0.5	0	9
8	Flo	5	5.2	0	0.0	0	0.2	0	0.4	0	9
8	Flo	6	4.33	0	0.0	0	0.17	0	0.33	0	9
8	Flo	7	3.71	0	0.0	0	0.14	0	0.29	0	9
8	Flo	8	3.25	0	0.0	0	0.13	0	0.25	0	9
8	Flo	9	2.89	0	0.0	0	0.11	0	0.22	0	9
8	Flo	10	2.6	0	0.0	0	0.1	0	0.2	0	9
8	James	1	2.0	2	0.0	0	0.0	0	0.0	0	7
8	James	2	2.5	3	0.0	0	0.0	0	0.0	0	7
8	James	3	4.67	9	0.0	0	0.0	0	0.0	0	7
8	James	4	4.0	2	0.0	0	0.0	0	0.25	1	7
8	James	5	4.6	7	0.0	0	0.0	0	0.4	1	7
8	James	6	3.83	0	0.0	0	0.0	0	0.33	0	7
8	James	7	3.29	0	0.0	0	0.0	0	0.29	0	7
8	James	8	2.88	0	0.0	0	0.0	0	0.25	0	7
8	James	9	2.56	0	0.0	0	0.0	0	0.22	0	7
8	James	10	2.3	0	0.0	0	0.0	0	0.2	0	7
8	Julia	1	3.0	3	0.0	0	0.0	0	0.0	0	6
8	Julia	2	3.5	4	0.0	0	0.0	0	0.0	0	6
8	Julia	3	3.0	2	0.33	1	0.33	1	0.0	0	6
8	Julia	4	4.5	9	0.25	0	0.25	0	0.0	0	6
8	Julia	5	4.2	3	0.2	0	0.2	0	0.2	1	6
8	Julia	6	4.67	7	0.17	0	0.17	0	0.33	1	6
8	Julia	7	4.0	0	0.14	0	0.14	0	0.29	0	6
8	Julia	8	3.5	0	0.13	0	0.13	0	0.25	0	6
8	Julia	9	3.11	0	0.11	0	0.11	0	0.22	0	6
8	Julia	10	2.8	0	0.1	0	0.1	0	0.2	0	6
8	Kate	1	1.0	1	0.0	0	0.0	0	0.0	0	2
8	Kate	2	4.5	8	0.0	0	0.0	0	0.5	1	2
8	Kate	3	6.33	10	0.0	0	0.0	0	0.33	0	2
8	Kate	4	6.25	6	0.25	1	0.25	1	0.25	0	2
8	Kate	5	6.6	8	0.2	0	0.2	0	0.2	0	2
8	Kate	6	6.33	5	0.17	0	0.17	0	0.17	0	2
8	Kate	7	6.29	6	0.14	0	0.14	0	0.29	1	2
8	Kate	8	5.75	2	0.13	0	0.13	0	0.38	1	2
8	Kate	9	5.56	4	0.11	0	0.22	1	0.33	0	2
8	Kate	10	5.3	3	0.1	0	0.2	0	0.3	0	2
8	Liam	1	8.0	8	0.0	0	0.0	0	0.0	0	4
8	Liam	2	7.5	7	0.0	0	0.0	0	0.0	0	4
8	Liam	3	6.67	5	0.0	0	0.0	0	0.33	1	4
8	Liam	4	5.75	3	0.0	0	0.25	1	0.25	0	4
8	Liam	5	5.0	2	0.0	0	0.2	0	0.4	1	4
8	Liam	6	4.83	4	0.17	1	0.33	1	0.33	0	4
8	Liam	7	4.43	2	0.14	0	0.43	1	0.29	0	4
8	Liam	8	4.5	5	0.13	0	0.38	0	0.38	1	4
8	Liam	9	4.0	0	0.11	0	0.33	0	0.33	0	4
8	Liam	10	3.6	0	0.1	0	0.3	0	0.3	0	4
8	Peter	1	10.0	10	0.0	0	0.0	0	1.0	1	11
8	Peter	2	5.0	0	0.0	0	0.0	0	0.5	0	11
8	Peter	3	3.33	0	0.0	0	0.0	0	0.33	0	11
8	Peter	4	2.5	0	0.0	0	0.0	0	0.25	0	11
8	Peter	5	2.0	0	0.0	0	0.0	0	0.2	0	11
8	Peter	6	1.67	0	0.0	0	0.0	0	0.17	0	11
8	Peter	7	1.43	0	0.0	0	0.0	0	0.14	0	11
8	Peter	8	1.25	0	0.0	0	0.0	0	0.13	0	11
8	Peter	9	1.11	0	0.0	0	0.0	0	0.11	0	11
8	Peter	10	1.0	0	0.0	0	0.0	0	0.1	0	11
8	Sophie	1	5.0	5	0.0	0	1.0	1	0.0	0	1
8	Sophie	2	3.5	2	0.0	0	1.0	1	0.0	0	1
8	Sophie	3	4.33	6	0.0	0	0.67	0	0.0	0	1
8	Sophie	4	4.25	4	0.0	0	0.5	0	0.0	0	1
8	Sophie	5	3.6	1	0.2	1	0.6	1	0.0	0	1
8	Sophie	6	3.33	2	0.17	0	0.67	1	0.0	0	1
8	Sophie	7	3.29	3	0.14	0	0.71	1	0.0	0	1
8	Sophie	8	3.38	4	0.13	0	0.63	0	0.0	0	1
8	Sophie	9	3.11	1	0.22	1	0.67	1	0.0	0	1
8	Sophie	10	3.0	2	0.2	0	0.6	0	0.0	0	1
8	Stacey	1	11.0	11	0.0	0	0.0	0	1.0	1	3
8	Stacey	2	10.0	9	0.0	0	0.0	0	1.0	1	3
8	Stacey	3	7.0	1	0.0	0	0.0	0	0.67	0	3
8	Stacey	4	5.5	1	0.0	0	0.0	0	0.5	0	3
8	Stacey	5	5.2	4	0.0	0	0.2	1	0.4	0	3
8	Stacey	6	5.33	6	0.0	0	0.17	0	0.5	1	3
8	Stacey	7	5.14	4	0.0	0	0.14	0	0.57	1	3
8	Stacey	8	4.88	3	0.13	1	0.25	1	0.5	0	3
8	Stacey	9	4.56	2	0.11	0	0.22	0	0.56	1	3
8	Stacey	10	4.1	0	0.1	0	0.2	0	0.5	0	3
8	Steven	1	6.0	6	1.0	1	1.0	1	0.0	0	2
8	Steven	2	6.0	6	1.0	1	1.0	1	0.0	0	2
8	Steven	3	5.0	3	0.67	0	1.0	1	0.0	0	2
8	Steven	4	5.5	7	0.5	0	0.75	0	0.0	0	2
8	Steven	5	5.4	5	0.4	0	0.6	0	0.0	0	2
8	Steven	6	5.0	3	0.33	0	0.5	0	0.0	0	2
8	Steven	7	4.43	1	0.43	1	0.57	1	0.0	0	2
8	Steven	8	4.0	1	0.38	0	0.63	1	0.0	0	2
8	Steven	9	3.89	3	0.33	0	0.56	0	0.11	1	2
8	Steven	10	3.6	1	0.3	0	0.5	0	0.1	0	2
8	Tom	1	7.0	7	0.0	0	0.0	0	0.0	0	8
8	Tom	2	6.0	5	0.0	0	0.5	1	0.0	0	8
8	Tom	3	5.33	4	0.0	0	0.33	0	0.0	0	8
8	Tom	4	5.25	5	0.0	0	0.25	0	0.25	1	8
8	Tom	5	4.2	0	0.0	0	0.2	0	0.2	0	8
8	Tom	6	3.5	0	0.0	0	0.17	0	0.17	0	8
8	Tom	7	3.0	0	0.0	0	0.14	0	0.14	0	8
8	Tom	8	2.63	0	0.0	0	0.13	0	0.13	0	8
8	Tom	9	2.33	0	0.0	0	0.11	0	0.11	0	8
8	Tom	10	2.1	0	0.0	0	0.1	0	0.1	0	8
8	Yan	1	4.0	4	0.0	0	0.0	0	0.0	0	5
8	Yan	2	2.5	1	0.0	0	0.0	0	0.0	0	5
8	Yan	3	4.33	8	0.0	0	0.0	0	0.0	0	5
8	Yan	4	5.25	8	0.0	0	0.0	0	0.0	0	5
8	Yan	5	5.4	6	0.0	0	0.0	0	0.0	0	5
8	Yan	6	4.67	1	0.0	0	0.17	1	0.0	0	5
8	Yan	7	4.71	5	0.0	0	0.14	0	0.14	1	5
8	Yan	8	4.13	0	0.0	0	0.13	0	0.13	0	5
8	Yan	9	3.67	0	0.0	0	0.11	0	0.11	0	5
8	Yan	10	3.3	0	0.0	0	0.1	0	0.1	0	5
9	Antony	1	12.0	12	0.0	0	0.0	0	0.0	0	9
9	Antony	2	10.5	9	0.0	0	0.0	0	0.0	0	9
9	Antony	3	9.67	8	0.0	0	0.0	0	0.33	1	9
9	Antony	4	7.25	0	0.0	0	0.0	0	0.25	0	9
9	Antony	5	5.8	0	0.0	0	0.0	0	0.2	0	9
9	Antony	6	4.83	0	0.0	0	0.0	0	0.17	0	9
9	Antony	7	4.14	0	0.0	0	0.0	0	0.14	0	9
9	Antony	8	3.63	0	0.0	0	0.0	0	0.13	0	9
9	Antony	9	3.22	0	0.0	0	0.0	0	0.11	0	9
9	Antony	10	2.9	0	0.0	0	0.0	0	0.1	0	9
9	Briony	1	2.0	2	0.0	0	1.0	1	0.0	0	3
9	Briony	2	3.5	5	0.0	0	0.5	0	0.5	1	3
9	Briony	3	5.33	9	0.0	0	0.33	0	0.67	1	3
9	Briony	4	5.25	5	0.0	0	0.25	0	0.75	1	3
9	Briony	5	5.4	6	0.0	0	0.2	0	0.8	1	3
9	Briony	6	4.67	1	0.17	1	0.33	1	0.67	0	3
9	Briony	7	4.71	5	0.14	0	0.29	0	0.57	0	3
9	Briony	8	4.25	1	0.13	0	0.38	1	0.5	0	3
9	Briony	9	4.11	3	0.11	0	0.33	0	0.56	1	3
9	Briony	10	3.7	0	0.1	0	0.3	0	0.5	0	3
9	Dan	1	4.0	4	0.0	0	0.0	0	0.0	0	6
9	Dan	2	3.5	3	0.0	0	0.5	1	0.0	0	6
