season	baker	index	episode	tech_mean	tech_med	tech	place
7	Lee	83	5	0	0	0	11
7	Lee	83	6	0	0	0	11
7	Lee	83	7	0	0	0	11
7	Lee	83	8	0	0	0	11
7	Lee	83	9	0	0	0	11
7	Lee	83	10	0	0	0	11
7	Louise	82	1	0	0	OLLDC	10
7	Louise	82	2	0	0	B[[B	10
7	Louise	82	3	0	0	0	10
7	Louise	82	4	0	0	0	10
7	Louise	82	5	0	0	0	10
7	Louise	82	6	0	0	0	10
7	Louise	82	7	0	0	0	10
7	Louise	82	8	0	0	0	10
7	Louise	82	9	0	0	0	10
7	Louise	82	10	0	0	0	10
7	Michael	81	1	0	0	L,GHDC	9
7	Michael	81	2	0	0	M,COIBB	9
7	Michael	81	3	0	0	CCSP	9
7	Michael	81	4	0	0	0	9
7	Michael	81	5	0	0	0	9
7	Michael	81	6	0	0	0	9
7	Michael	81	7	0	0	0	9
7	Michael	81	8	0	0	0	9
7	Michael	81	9	0	0	0	9
7	Michael	81	10	0	0	0	9
7	Rav	78	1	0	0	GS[[Y]]DC	6
7	Rav	78	2	0	0	UJBB	6
7	Rav	78	3	0	0	C,CHL	6
7	Rav	78	4	0	0	TT[[P	6
7	Rav	78	5	0	0	CSP,WMP	6
7	Rav	78	6	0	0	[[M	6
7	Rav	78	7	0	0	0	6
7	Rav	78	8	0	0	0	6
7	Rav	78	9	0	0	0	6
7	Rav	78	10	0	0	0	6
7	Selasi	75	1	0	0	CSDC	3
7	Selasi	75	2	0	0	WHIB	3
7	Selasi	75	3	0	0	C,OCB	3
7	Selasi	75	4	0	0	PSRA	3
7	Selasi	75	5	0	0	R,MGP,PCP	3
7	Selasi	75	6	0	0	G,OMMP	3
7	Selasi	75	7	0	0	SPR	3
7	Selasi	75	8	0	0	BF	3
7	Selasi	75	9	0	0	ST,O,PPPS,SMP	3
7	Selasi	75	10	0	0	0	3
7	Tom	77	1	0	0	[[	5
7	Tom	77	2	0	0	[[M	5
7	Tom	77	3	0	0	COCSB	5
7	Tom	77	4	0	0	WYFP	5
7	Tom	77	5	0	0	MBBGSWF	5
7	Tom	77	6	0	0	BOHPP	5
7	Tom	77	7	0	0	M'R	5
7	Tom	77	8	0	0	0	5
7	Tom	77	9	0	0	0	5
7	Tom	77	10	0	0	0	5
7	Val	79	1	0	0	M'OLD	7
7	Val	79	2	0	0	STIICCB	7
7	Val	79	3	0	0	DCCTL	7
7	Val	79	4	0	0	M'CYP	7
7	Val	79	5	0	0	PMSPA,SCS	7
7	Val	79	6	0	0	0	7
7	Val	79	7	0	0	0	7
7	Val	79	8	0	0	0	7
7	Val	79	9	0	0	0	7
7	Val	79	10	0	0	0	7
