	season	baker	episode	place	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad
390	4	Ruby	5	2	6.0	6	0.2	0	0.6	0	0.4	1
391	4	Ruby	6	2	5.17	1	0.33	1	0.67	1	0.33	0
392	4	Ruby	7	2	4.71	2	0.29	0	0.57	0	0.29	0
393	4	Ruby	8	2	4.25	1	0.38	1	0.63	1	0.25	0
394	4	Ruby	9	2	4.22	4	0.33	0	0.56	0	0.33	1
395	4	Ruby	10	2	4.0	2	0.3	0	0.5	0	0.3	0
396	4	Toby	1	12	13.0	13	0.0	0	0.0	0	1.0	1
397	4	Toby	2	12	6.5	0	0.0	0	0.0	0	0.5	0
398	4	Toby	3	12	4.33	0	0.0	0	0.0	0	0.33	0
399	4	Toby	4	12	3.25	0	0.0	0	0.0	0	0.25	0
400	4	Toby	5	12	2.6	0	0.0	0	0.0	0	0.2	0
401	4	Toby	6	12	2.17	0	0.0	0	0.0	0	0.17	0
402	4	Toby	7	12	1.86	0	0.0	0	0.0	0	0.14	0
403	4	Toby	8	12	1.63	0	0.0	0	0.0	0	0.13	0
404	4	Toby	9	12	1.44	0	0.0	0	0.0	0	0.11	0
405	4	Toby	10	12	1.3	0	0.0	0	0.0	0	0.1	0
406	5	Chetna	1	3	3.0	3	0.0	0	0.0	0	0.0	0
407	5	Chetna	2	3	5.5	8	0.0	0	0.0	0	0.0	0
408	5	Chetna	3	3	6.33	8	0.0	0	0.0	0	0.0	0
409	5	Chetna	4	3	5.5	3	0.0	0	0.0	0	0.0	0
410	5	Chetna	5	3	4.8	2	0.0	0	0.0	0	0.0	0
411	5	Chetna	6	3	4.33	2	0.17	1	0.17	1	0.0	0
412	5	Chetna	7	3	4.57	6	0.14	0	0.14	0	0.0	0
413	5	Chetna	8	3	4.13	1	0.13	0	0.13	0	0.0	0
414	5	Chetna	9	3	4.11	4	0.11	0	0.11	0	0.11	1
415	5	Chetna	10	3	3.7	0	0.1	0	0.1	0	0.1	0
416	5	Claire	1	11	8.0	8	0.0	0	0.0	0	1.0	1
417	5	Claire	2	11	4.0	0	0.0	0	0.0	0	0.5	0
418	5	Claire	3	11	2.67	0	0.0	0	0.0	0	0.33	0
419	5	Claire	4	11	2.0	0	0.0	0	0.0	0	0.25	0
420	5	Claire	5	11	1.6	0	0.0	0	0.0	0	0.2	0
421	5	Claire	6	11	1.33	0	0.0	0	0.0	0	0.17	0
422	5	Claire	7	11	1.14	0	0.0	0	0.0	0	0.14	0
423	5	Claire	8	11	1.0	0	0.0	0	0.0	0	0.13	0
424	5	Claire	9	11	0.89	0	0.0	0	0.0	0	0.11	0
425	5	Claire	10	11	0.8	0	0.0	0	0.0	0	0.1	0
426	5	Diana	1	7	5.0	5	0.0	0	0.0	0	0.0	0
427	5	Diana	2	7	6.0	7	0.0	0	0.0	0	0.0	0
428	5	Diana	3	7	6.33	7	0.0	0	0.0	0	0.0	0
429	5	Diana	4	7	7.0	9	0.0	0	0.0	0	0.0	0
430	5	Diana	5	7	5.6	0	0.0	0	0.0	0	0.0	0
431	5	Diana	6	7	4.67	0	0.0	0	0.0	0	0.0	0
432	5	Diana	7	7	4.0	0	0.0	0	0.0	0	0.0	0
433	5	Diana	8	7	3.5	0	0.0	0	0.0	0	0.0	0
434	5	Diana	9	7	3.11	0	0.0	0	0.0	0	0.0	0
435	5	Diana	10	7	2.8	0	0.0	0	0.0	0	0.0	0
436	5	Enwezor	1	10	9.0	9	0.0	0	0.0	0	0.0	0
437	5	Enwezor	2	10	9.0	9	0.0	0	0.0	0	0.5	1
438	5	Enwezor	3	10	6.0	0	0.0	0	0.0	0	0.33	0
439	5	Enwezor	4	10	4.5	0	0.0	0	0.0	0	0.25	0
440	5	Enwezor	5	10	3.6	0	0.0	0	0.0	0	0.2	0
441	5	Enwezor	6	10	3.0	0	0.0	0	0.0	0	0.17	0
442	5	Enwezor	7	10	2.57	0	0.0	0	0.0	0	0.14	0
443	5	Enwezor	8	10	2.25	0	0.0	0	0.0	0	0.13	0
444	5	Enwezor	9	10	2.0	0	0.0	0	0.0	0	0.11	0
445	5	Enwezor	10	10	1.8	0	0.0	0	0.0	0	0.1	0
446	5	Iain	1	8	4.0	4	0.0	0	0.0	0	1.0	1
447	5	Iain	2	8	7.5	11	0.0	0	0.0	0	0.5	0
448	5	Iain	3	8	8.0	9	0.0	0	0.0	0	0.33	0
449	5	Iain	4	8	7.5	6	0.0	0	0.0	0	0.5	1
450	5	Iain	5	8	6.0	0	0.0	0	0.0	0	0.4	0
451	5	Iain	6	8	5.0	0	0.0	0	0.0	0	0.33	0
452	5	Iain	7	8	4.29	0	0.0	0	0.0	0	0.29	0
453	5	Iain	8	8	3.75	0	0.0	0	0.0	0	0.25	0
454	5	Iain	9	8	3.33	0	0.0	0	0.0	0	0.22	0
455	5	Iain	10	8	3.0	0	0.0	0	0.0	0	0.2	0
456	5	Jordan	1	9	12.0	12	0.0	0	0.0	0	1.0	1
457	5	Jordan	2	9	9.0	6	0.0	0	0.0	0	0.5	0
458	5	Jordan	3	9	9.33	10	0.0	0	0.0	0	0.67	1
459	5	Jordan	4	9	7.0	0	0.0	0	0.0	0	0.5	0
460	5	Jordan	5	9	5.6	0	0.0	0	0.0	0	0.4	0
461	5	Jordan	6	9	4.67	0	0.0	0	0.0	0	0.33	0
462	5	Jordan	7	9	4.0	0	0.0	0	0.0	0	0.29	0
463	5	Jordan	8	9	3.5	0	0.0	0	0.0	0	0.25	0
464	5	Jordan	9	9	3.11	0	0.0	0	0.0	0	0.22	0
465	5	Jordan	10	9	2.8	0	0.0	0	0.0	0	0.2	0
466	5	Kate	1	5	6.0	6	0.0	0	0.0	0	0.0	0
467	5	Kate	2	5	5.0	4	0.0	0	0.0	0	0.0	0
468	5	Kate	3	5	3.67	1	0.0	0	0.33	1	0.0	0
469	5	Kate	4	5	4.5	7	0.0	0	0.5	1	0.0	0
470	5	Kate	5	5	4.2	3	0.2	1	0.6	1	0.0	0
471	5	Kate	6	5	4.5	6	0.17	0	0.5	0	0.17	1
472	5	Kate	7	5	4.43	4	0.14	0	0.43	0	0.29	1
473	5	Kate	8	5	3.88	0	0.13	0	0.38	0	0.25	0
474	5	Kate	9	5	3.44	0	0.11	0	0.33	0	0.22	0
475	5	Kate	10	5	3.1	0	0.1	0	0.3	0	0.2	0
476	5	Luis	1	2	7.0	7	0.0	0	0.0	0	0.0	0
477	5	Luis	2	2	5.0	3	0.0	0	0.5	1	0.0	0
478	5	Luis	3	2	4.0	2	0.33	1	0.67	1	0.0	0
479	5	Luis	4	2	3.5	2	0.25	0	0.75	1	0.0	0
480	5	Luis	5	2	4.0	6	0.2	0	0.6	0	0.0	0
481	5	Luis	6	2	3.83	3	0.17	0	0.67	1	0.0	0
482	5	Luis	7	2	4.0	5	0.14	0	0.57	0	0.0	0
483	5	Luis	8	2	3.75	2	0.13	0	0.63	1	0.0	0
484	5	Luis	9	2	3.44	1	0.11	0	0.67	1	0.0	0
485	5	Luis	10	2	3.3	2	0.1	0	0.6	0	0.0	0
486	5	Martha	1	4	2.0	2	0.0	0	1.0	1	0.0	0
487	5	Martha	2	4	3.5	5	0.0	0	0.5	0	0.0	0
488	5	Martha	3	4	3.33	3	0.0	0	0.33	0	0.0	0
489	5	Martha	4	4	2.75	1	0.0	0	0.25	0	0.0	0
490	5	Martha	5	4	2.4	1	0.0	0	0.2	0	0.2	1
491	5	Martha	6	4	2.67	4	0.0	0	0.17	0	0.17	0
492	5	Martha	7	4	2.71	3	0.0	0	0.14	0	0.29	1
493	5	Martha	8	4	3.0	5	0.0	0	0.13	0	0.38	1
494	5	Martha	9	4	2.67	0	0.0	0	0.11	0	0.33	0
495	5	Martha	10	4	2.4	0	0.0	0	0.1	0	0.3	0
496	5	Nancy	1	1	1.0	1	1.0	1	1.0	1	0.0	0
497	5	Nancy	2	1	1.5	2	0.5	0	0.5	0	0.0	0
498	5	Nancy	3	1	2.67	5	0.33	0	0.33	0	0.0	0
499	5	Nancy	4	1	3.0	4	0.25	0	0.25	0	0.0	0
500	5	Nancy	5	1	3.2	4	0.2	0	0.4	1	0.0	0
501	5	Nancy	6	1	2.83	1	0.17	0	0.5	1	0.0	0
502	5	Nancy	7	1	2.71	2	0.14	0	0.57	1	0.0	0
503	5	Nancy	8	1	2.75	3	0.13	0	0.5	0	0.13	1
504	5	Nancy	9	1	2.78	3	0.11	0	0.44	0	0.22	1
505	5	Nancy	10	1	2.6	1	0.1	0	0.4	0	0.2	0
506	5	Norman	1	6	11.0	11	0.0	0	0.0	0	0.0	0
507	5	Norman	2	6	10.5	10	0.0	0	0.0	0	0.5	1
508	5	Norman	3	6	8.33	4	0.0	0	0.0	0	0.67	1
509	5	Norman	4	6	8.25	8	0.0	0	0.0	0	0.75	1
510	5	Norman	5	6	7.6	5	0.0	0	0.0	0	0.8	1
511	5	Norman	6	6	6.33	0	0.0	0	0.0	0	0.67	0
512	5	Norman	7	6	5.43	0	0.0	0	0.0	0	0.57	0
513	5	Norman	8	6	4.75	0	0.0	0	0.0	0	0.5	0
514	5	Norman	9	6	4.22	0	0.0	0	0.0	0	0.44	0
515	5	Norman	10	6	3.8	0	0.0	0	0.0	0	0.4	0
516	5	Richard	1	2	10.0	10	0.0	0	1.0	1	0.0	0
517	5	Richard	2	2	5.5	1	0.5	1	1.0	1	0.0	0
518	5	Richard	3	2	5.67	6	0.33	0	0.67	0	0.0	0
519	5	Richard	4	2	5.5	5	0.5	1	0.75	1	0.0	0
520	5	Richard	5	2	5.8	7	0.4	0	0.6	0	0.2	1
521	5	Richard	6	2	5.67	5	0.33	0	0.5	0	0.33	1
522	5	Richard	7	2	5.0	1	0.43	1	0.57	1	0.29	0
523	5	Richard	8	2	4.88	4	0.5	1	0.63	1	0.25	0
524	5	Richard	9	2	4.56	2	0.56	1	0.67	1	0.22	0
525	5	Richard	10	2	4.4	3	0.5	0	0.6	0	0.2	0
526	6	Alvin	1	6	2.0	2	0.0	0	0.0	0	0.0	0
527	6	Alvin	2	6	4.0	6	0.0	0	0.0	0	0.0	0
528	6	Alvin	3	6	4.0	4	0.0	0	0.33	1	0.0	0
529	6	Alvin	4	6	5.25	9	0.0	0	0.25	0	0.25	1
530	6	Alvin	5	6	5.8	8	0.0	0	0.2	0	0.2	0
531	6	Alvin	6	6	5.83	6	0.0	0	0.17	0	0.33	1
532	6	Alvin	7	6	5.0	0	0.0	0	0.14	0	0.29	0
533	6	Alvin	8	6	4.38	0	0.0	0	0.13	0	0.25	0
534	6	Alvin	9	6	3.89	0	0.0	0	0.11	0	0.22	0
535	6	Alvin	10	6	3.5	0	0.0	0	0.1	0	0.2	0
536	6	Dorret	1	9	5.0	5	0.0	0	0.0	0	1.0	1
537	6	Dorret	2	9	3.0	1	0.0	0	0.0	0	1.0	1
538	6	Dorret	3	9	4.0	6	0.0	0	0.0	0	1.0	1
539	6	Dorret	4	9	3.0	0	0.0	0	0.0	0	0.75	0
540	6	Dorret	5	9	2.4	0	0.0	0	0.0	0	0.6	0
541	6	Dorret	6	9	2.0	0	0.0	0	0.0	0	0.5	0
542	6	Dorret	7	9	1.71	0	0.0	0	0.0	0	0.43	0
543	6	Dorret	8	9	1.5	0	0.0	0	0.0	0	0.38	0
544	6	Dorret	9	9	1.33	0	0.0	0	0.0	0	0.33	0
545	6	Dorret	10	9	1.2	0	0.0	0	0.0	0	0.3	0
546	6	Flora	1	3	6.0	6	0.0	0	1.0	1	0.0	0
547	6	Flora	2	3	4.0	2	0.0	0	0.5	0	0.0	0
548	6	Flora	3	3	3.33	2	0.0	0	0.33	0	0.0	0
549	6	Flora	4	3	3.25	3	0.0	0	0.25	0	0.0	0
550	6	Flora	5	3	3.2	3	0.0	0	0.2	0	0.2	1
551	6	Flora	6	3	3.0	2	0.0	0	0.33	1	0.17	0
552	6	Flora	7	3	3.14	4	0.0	0	0.29	0	0.14	0
553	6	Flora	8	3	3.13	3	0.0	0	0.25	0	0.25	1
554	6	Flora	9	3	2.89	1	0.0	0	0.22	0	0.33	1
555	6	Flora	10	3	2.6	0	0.0	0	0.2	0	0.3	0
556	6	Ian	1	2	8.0	8	0.0	0	0.0	0	0.0	0
557	6	Ian	2	2	5.5	3	0.5	1	0.5	1	0.0	0
558	6	Ian	3	2	4.0	1	0.67	1	0.67	1	0.0	0
559	6	Ian	4	2	4.0	4	0.75	1	0.75	1	0.0	0
560	6	Ian	5	2	4.2	5	0.6	0	0.6	0	0.0	0
561	6	Ian	6	2	4.0	3	0.5	0	0.5	0	0.0	0
562	6	Ian	7	2	4.14	5	0.43	0	0.57	1	0.0	0
563	6	Ian	8	2	3.88	2	0.38	0	0.5	0	0.0	0
564	6	Ian	9	2	3.78	3	0.33	0	0.44	0	0.11	1
565	6	Ian	10	2	3.6	2	0.3	0	0.4	0	0.1	0
566	6	Marie	1	10	3.0	3	1.0	1	1.0	1	0.0	0
567	6	Marie	2	10	7.0	11	0.5	0	0.5	0	0.5	1
568	6	Marie	3	10	4.67	0	0.33	0	0.33	0	0.33	0
569	6	Marie	4	10	3.5	0	0.25	0	0.25	0	0.25	0
570	6	Marie	5	10	2.8	0	0.2	0	0.2	0	0.2	0
571	6	Marie	6	10	2.33	0	0.17	0	0.17	0	0.17	0
572	6	Marie	7	10	2.0	0	0.14	0	0.14	0	0.14	0
573	6	Marie	8	10	1.75	0	0.13	0	0.13	0	0.13	0
574	6	Marie	9	10	1.56	0	0.11	0	0.11	0	0.11	0
575	6	Marie	10	10	1.4	0	0.1	0	0.1	0	0.1	0
576	6	Mat	1	5	7.0	7	0.0	0	0.0	0	0.0	0
577	6	Mat	2	5	6.0	5	0.0	0	0.5	1	0.0	0
578	6	Mat	3	5	6.67	8	0.0	0	0.33	0	0.33	1
579	6	Mat	4	5	6.75	7	0.0	0	0.25	0	0.25	0
580	6	Mat	5	5	6.2	4	0.0	0	0.2	0	0.2	0
581	6	Mat	6	5	5.33	1	0.17	1	0.33	1	0.17	0
582	6	Mat	7	5	5.43	6	0.14	0	0.29	0	0.29	1
583	6	Mat	8	5	4.75	0	0.13	0	0.25	0	0.25	0
584	6	Mat	9	5	4.22	0	0.11	0	0.22	0	0.22	0
585	6	Mat	10	5	3.8	0	0.1	0	0.2	0	0.2	0
586	6	Nadiya	1	1	12.0	12	0.0	0	1.0	1	0.0	0
587	6	Nadiya	2	1	10.5	9	0.0	0	0.5	0	0.0	0
588	6	Nadiya	3	1	10.0	9	0.0	0	0.33	0	0.0	0
589	6	Nadiya	4	1	9.5	8	0.0	0	0.5	1	0.0	0
590	6	Nadiya	5	1	7.8	1	0.2	1	0.6	1	0.0	0
591	6	Nadiya	6	1	7.17	4	0.17	0	0.5	0	0.17	1
592	6	Nadiya	7	1	6.29	1	0.14	0	0.57	1	0.14	0
593	6	Nadiya	8	1	5.63	1	0.25	1	0.63	1	0.13	0
594	6	Nadiya	9	1	5.44	4	0.33	1	0.67	1	0.11	0
595	6	Nadiya	10	1	4.9	0	0.3	0	0.6	0	0.1	0
596	6	Paul	1	4	10.0	10	0.0	0	0.0	0	0.0	0
597	6	Paul	2	4	10.0	10	0.0	0	0.0	0	0.5	1
598	6	Paul	3	4	10.0	10	0.0	0	0.33	1	0.33	0
599	6	Paul	4	4	7.75	1	0.0	0	0.25	0	0.5	1
600	6	Paul	5	4	6.6	2	0.0	0	0.4	1	0.4	0
601	6	Paul	6	4	6.33	5	0.0	0	0.33	0	0.33	0
602	6	Paul	7	4	5.71	2	0.0	0	0.29	0	0.43	1
603	6	Paul	8	4	5.63	5	0.0	0	0.25	0	0.5	1
604	6	Paul	9	4	5.0	0	0.0	0	0.22	0	0.44	0
605	6	Paul	10	4	4.5	0	0.0	0	0.2	0	0.4	0
606	6	Sandy	1	8	9.0	9	0.0	0	0.0	0	0.0	0
607	6	Sandy	2	8	6.5	4	0.0	0	0.5	1	0.0	0
608	6	Sandy	3	8	6.67	7	0.0	0	0.33	0	0.0	0
609	6	Sandy	4	8	6.5	6	0.0	0	0.25	0	0.25	1
610	6	Sandy	5	8	5.2	0	0.0	0	0.2	0	0.2	0
611	6	Sandy	6	8	4.33	0	0.0	0	0.17	0	0.17	0
612	6	Sandy	7	8	3.71	0	0.0	0	0.14	0	0.14	0
613	6	Sandy	8	8	3.25	0	0.0	0	0.13	0	0.13	0
614	6	Sandy	9	8	2.89	0	0.0	0	0.11	0	0.11	0
615	6	Sandy	10	8	2.6	0	0.0	0	0.1	0	0.1	0
616	6	Stu	1	11	11.0	11	0.0	0	0.0	0	1.0	1
617	6	Stu	2	11	5.5	0	0.0	0	0.0	0	0.5	0
618	6	Stu	3	11	3.67	0	0.0	0	0.0	0	0.33	0
619	6	Stu	4	11	2.75	0	0.0	0	0.0	0	0.25	0
620	6	Stu	5	11	2.2	0	0.0	0	0.0	0	0.2	0
621	6	Stu	6	11	1.83	0	0.0	0	0.0	0	0.17	0
622	6	Stu	7	11	1.57	0	0.0	0	0.0	0	0.14	0
623	6	Stu	8	11	1.38	0	0.0	0	0.0	0	0.13	0
624	6	Stu	9	11	1.22	0	0.0	0	0.0	0	0.11	0
625	6	Stu	10	11	1.1	0	0.0	0	0.0	0	0.1	0
626	6	Tamal	1	2	4.0	4	0.0	0	1.0	1	0.0	0
627	6	Tamal	2	2	6.0	8	0.0	0	0.5	0	0.0	0
628	6	Tamal	3	2	5.0	3	0.0	0	0.33	0	0.0	0
629	6	Tamal	4	2	5.0	5	0.0	0	0.5	1	0.0	0
630	6	Tamal	5	2	5.4	7	0.0	0	0.4	0	0.0	0
631	6	Tamal	6	2	5.67	7	0.0	0	0.33	0	0.0	0
632	6	Tamal	7	2	5.29	3	0.14	1	0.43	1	0.0	0
633	6	Tamal	8	2	5.13	4	0.13	0	0.5	1	0.0	0
634	6	Tamal	9	2	4.78	2	0.11	0	0.56	1	0.0	0
635	6	Tamal	10	2	4.6	3	0.1	0	0.5	0	0.0	0
636	7	Andrew	1	2	12.0	12	0.0	0	0.0	0	0.0	0
637	7	Andrew	2	2	8.0	4	0.0	0	0.5	1	0.0	0
638	7	Andrew	3	2	6.0	2	0.0	0	0.67	1	0.0	0
639	7	Andrew	4	2	5.5	4	0.0	0	0.75	1	0.0	0
640	7	Andrew	5	2	5.6	6	0.0	0	0.6	0	0.0	0
641	7	Andrew	6	2	5.67	6	0.0	0	0.5	0	0.17	1
642	7	Andrew	7	2	5.0	1	0.14	1	0.57	1	0.14	0
643	7	Andrew	8	2	4.63	2	0.13	0	0.5	0	0.13	0
644	7	Andrew	9	2	4.33	2	0.22	1	0.56	1	0.11	0
645	7	Andrew	10	2	4.0	1	0.2	0	0.5	0	0.1	0
646	7	Benjamina	1	4	6.0	6	0.0	0	1.0	1	0.0	0
647	7	Benjamina	2	4	4.5	3	0.0	0	0.5	0	0.0	0
648	7	Benjamina	3	4	5.0	6	0.0	0	0.33	0	0.0	0
649	7	Benjamina	4	4	4.0	1	0.25	1	0.5	1	0.0	0
650	7	Benjamina	5	4	4.2	5	0.2	0	0.4	0	0.0	0
651	7	Benjamina	6	4	3.83	2	0.17	0	0.33	0	0.0	0
652	7	Benjamina	7	4	3.71	3	0.14	0	0.43	1	0.0	0
653	7	Benjamina	8	4	3.75	4	0.13	0	0.38	0	0.13	1
654	7	Benjamina	9	4	3.33	0	0.11	0	0.33	0	0.11	0
655	7	Benjamina	10	4	3.0	0	0.1	0	0.3	0	0.1	0
656	7	Candice	1	1	5.0	5	0.0	0	0.0	0	1.0	1
657	7	Candice	2	1	6.5	8	0.5	1	0.5	1	0.5	0
658	7	Candice	3	1	5.33	3	0.33	0	0.33	0	0.67	1
659	7	Candice	4	1	4.5	2	0.25	0	0.25	0	0.5	0
660	7	Candice	5	1	4.0	2	0.4	1	0.4	1	0.4	0
661	7	Candice	6	1	4.17	5	0.33	0	0.5	1	0.33	0
662	7	Candice	7	1	3.86	2	0.29	0	0.43	0	0.29	0
663	7	Candice	8	1	3.5	1	0.38	1	0.5	1	0.25	0
664	7	Candice	9	1	3.44	3	0.33	0	0.56	1	0.22	0
665	7	Candice	10	1	3.3	2	0.3	0	0.5	0	0.2	0
666	7	Jane	1	2	7.0	7	1.0	1	1.0	1	0.0	0
667	7	Jane	2	2	4.5	2	0.5	0	0.5	0	0.0	0
668	7	Jane	3	2	6.0	9	0.33	0	0.33	0	0.0	0
669	7	Jane	4	2	5.25	3	0.25	0	0.25	0	0.0	0
670	7	Jane	5	2	4.4	1	0.2	0	0.4	1	0.0	0
671	7	Jane	6	2	4.33	4	0.17	0	0.33	0	0.0	0
672	7	Jane	7	2	3.71	0	0.14	0	0.29	0	0.0	0
673	7	Jane	8	2	3.88	5	0.13	0	0.38	1	0.0	0
674	7	Jane	9	2	3.56	1	0.11	0	0.33	0	0.11	1
675	7	Jane	10	2	3.5	3	0.1	0	0.3	0	0.1	0
676	7	Kate	1	8	4.0	4	0.0	0	0.0	0	0.0	0
677	7	Kate	2	8	2.5	1	0.0	0	0.0	0	0.0	0
678	7	Kate	3	8	4.33	8	0.0	0	0.33	1	0.0	0
679	7	Kate	4	8	5.0	7	0.0	0	0.25	0	0.25	1
680	7	Kate	5	8	4.0	0	0.0	0	0.2	0	0.2	0
681	7	Kate	6	8	3.33	0	0.0	0	0.17	0	0.17	0
682	7	Kate	7	8	2.86	0	0.0	0	0.14	0	0.14	0
683	7	Kate	8	8	2.5	0	0.0	0	0.13	0	0.13	0
684	7	Kate	9	8	2.22	0	0.0	0	0.11	0	0.11	0
685	7	Kate	10	8	2.0	0	0.0	0	0.1	0	0.1	0
686	7	Lee	1	11	11.0	11	0.0	0	0.0	0	1.0	1
687	7	Lee	2	11	5.5	0	0.0	0	0.0	0	0.5	0
688	7	Lee	3	11	3.67	0	0.0	0	0.0	0	0.33	0
689	7	Lee	4	11	2.75	0	0.0	0	0.0	0	0.25	0
690	7	Lee	5	11	2.2	0	0.0	0	0.0	0	0.2	0
691	7	Lee	6	11	1.83	0	0.0	0	0.0	0	0.17	0
692	7	Lee	7	11	1.57	0	0.0	0	0.0	0	0.14	0
693	7	Lee	8	11	1.38	0	0.0	0	0.0	0	0.13	0
694	7	Lee	9	11	1.22	0	0.0	0	0.0	0	0.11	0
695	7	Lee	10	11	1.1	0	0.0	0	0.0	0	0.1	0
696	7	Louise	1	10	9.0	9	0.0	0	0.0	0	0.0	0
697	7	Louise	2	10	9.5	10	0.0	0	0.0	0	0.5	1
698	7	Louise	3	10	6.33	0	0.0	0	0.0	0	0.33	0
699	7	Louise	4	10	4.75	0	0.0	0	0.0	0	0.25	0
700	7	Louise	5	10	3.8	0	0.0	0	0.0	0	0.2	0
701	7	Louise	6	10	3.17	0	0.0	0	0.0	0	0.17	0
702	7	Louise	7	10	2.71	0	0.0	0	0.0	0	0.14	0
703	7	Louise	8	10	2.38	0	0.0	0	0.0	0	0.13	0
704	7	Louise	9	10	2.11	0	0.0	0	0.0	0	0.11	0
705	7	Louise	10	10	1.9	0	0.0	0	0.0	0	0.1	0
706	7	Michael	1	9	3.0	3	0.0	0	0.0	0	0.0	0
707	7	Michael	2	9	6.0	9	0.0	0	0.0	0	0.0	0
708	7	Michael	3	9	6.33	7	0.0	0	0.0	0	0.33	1
709	7	Michael	4	9	4.75	0	0.0	0	0.0	0	0.25	0
710	7	Michael	5	9	3.8	0	0.0	0	0.0	0	0.2	0
711	7	Michael	6	9	3.17	0	0.0	0	0.0	0	0.17	0
712	7	Michael	7	9	2.71	0	0.0	0	0.0	0	0.14	0
713	7	Michael	8	9	2.38	0	0.0	0	0.0	0	0.13	0
714	7	Michael	9	9	2.11	0	0.0	0	0.0	0	0.11	0
715	7	Michael	10	9	1.9	0	0.0	0	0.0	0	0.1	0
716	7	Rav	1	6	8.0	8	0.0	0	0.0	0	0.0	0
717	7	Rav	2	6	7.0	6	0.0	0	0.0	0	0.0	0
718	7	Rav	3	6	8.0	10	0.0	0	0.0	0	0.0	0
719	7	Rav	4	6	8.25	9	0.0	0	0.0	0	0.25	1
720	7	Rav	5	6	8.2	8	0.0	0	0.0	0	0.2	0
721	7	Rav	6	6	7.33	3	0.0	0	0.0	0	0.33	1
722	7	Rav	7	6	6.29	0	0.0	0	0.0	0	0.29	0
723	7	Rav	8	6	5.5	0	0.0	0	0.0	0	0.25	0
724	7	Rav	9	6	4.89	0	0.0	0	0.0	0	0.22	0
725	7	Rav	10	6	4.4	0	0.0	0	0.0	0	0.2	0
726	7	Selasi	1	3	1.0	1	0.0	0	1.0	1	0.0	0
727	7	Selasi	2	3	6.0	11	0.0	0	0.5	0	0.0	0
728	7	Selasi	3	3	5.67	5	0.0	0	0.33	0	0.0	0
729	7	Selasi	4	3	6.25	8	0.0	0	0.25	0	0.0	0
730	7	Selasi	5	3	5.6	3	0.0	0	0.2	0	0.0	0
731	7	Selasi	6	3	5.83	7	0.0	0	0.33	1	0.0	0
732	7	Selasi	7	3	5.86	6	0.0	0	0.29	0	0.14	1
733	7	Selasi	8	3	5.5	3	0.0	0	0.25	0	0.25	1
734	7	Selasi	9	3	5.33	4	0.0	0	0.22	0	0.33	1
735	7	Selasi	10	3	4.8	0	0.0	0	0.2	0	0.3	0
736	7	Tom	1	5	2.0	2	0.0	0	0.0	0	0.0	0
737	7	Tom	2	5	4.5	7	0.0	0	0.0	0	0.0	0
738	7	Tom	3	5	4.33	4	0.33	1	0.33	1	0.0	0
739	7	Tom	4	5	4.5	5	0.25	0	0.25	0	0.25	1
740	7	Tom	5	5	4.4	4	0.2	0	0.2	0	0.4	1
741	7	Tom	6	5	3.83	1	0.33	1	0.33	1	0.33	0
742	7	Tom	7	5	4.0	5	0.29	0	0.29	0	0.43	1
743	7	Tom	8	5	3.5	0	0.25	0	0.25	0	0.38	0
744	7	Tom	9	5	3.11	0	0.22	0	0.22	0	0.33	0
745	7	Tom	10	5	2.8	0	0.2	0	0.2	0	0.3	0
746	7	Val	1	7	10.0	10	0.0	0	0.0	0	1.0	1
747	7	Val	2	7	7.5	5	0.0	0	0.0	0	1.0	1
748	7	Val	3	7	5.33	1	0.0	0	0.0	0	1.0	1
749	7	Val	4	7	5.5	6	0.0	0	0.0	0	0.75	0
750	7	Val	5	7	5.8	7	0.0	0	0.0	0	0.8	1
751	7	Val	6	7	4.83	0	0.0	0	0.0	0	0.67	0
752	7	Val	7	7	4.14	0	0.0	0	0.0	0	0.57	0
753	7	Val	8	7	3.63	0	0.0	0	0.0	0	0.5	0
754	7	Val	9	7	3.22	0	0.0	0	0.0	0	0.44	0
755	7	Val	10	7	2.9	0	0.0	0	0.0	0	0.4	0
756	8	Chris	1	10	12.0	12	0.0	0	0.0	0	1.0	1
757	8	Chris	2	10	11.5	11	0.0	0	0.0	0	1.0	1
758	8	Chris	3	10	7.67	0	0.0	0	0.0	0	0.67	0
759	8	Chris	4	10	5.75	0	0.0	0	0.0	0	0.5	0
760	8	Chris	5	10	4.6	0	0.0	0	0.0	0	0.4	0
761	8	Chris	6	10	3.83	0	0.0	0	0.0	0	0.33	0
762	8	Chris	7	10	3.29	0	0.0	0	0.0	0	0.29	0
763	8	Chris	8	10	2.88	0	0.0	0	0.0	0	0.25	0
764	8	Chris	9	10	2.56	0	0.0	0	0.0	0	0.22	0
765	8	Chris	10	10	2.3	0	0.0	0	0.0	0	0.2	0
766	8	Flo	1	9	9.0	9	0.0	0	1.0	1	0.0	0
767	8	Flo	2	9	9.5	10	0.0	0	0.5	0	0.5	1
768	8	Flo	3	9	8.67	7	0.0	0	0.33	0	0.67	1
769	8	Flo	4	9	6.5	0	0.0	0	0.25	0	0.5	0
770	8	Flo	5	9	5.2	0	0.0	0	0.2	0	0.4	0
771	8	Flo	6	9	4.33	0	0.0	0	0.17	0	0.33	0
772	8	Flo	7	9	3.71	0	0.0	0	0.14	0	0.29	0
